,theme,vector
10,여행,"[  1698.78577097  -9766.43243471   5658.2240356    5947.15952233
   4996.91913779   4245.10933639  -2648.36692329 -18865.32564826
    -75.84548194   6587.51483683   3192.19250148   1035.26225813
  -1631.3438448    2157.31615217  -1056.17459637   6830.94469998
  -5280.76725222  -6323.13458312  -4648.56715585   8584.50839918
  -4551.89505293     78.84552175 -13331.46671889   2262.56075074
   5871.02562     -4953.44173202  -1525.50778768  10417.22778884
  10446.17867298  -9331.00221114   6881.14914699   1297.46770919
  11462.16496998    171.35025436  22694.37723845   2832.04774335
    733.95691686   8713.95341726  10800.5771403   14362.56589603
 -16794.43045572  -9802.56812833   8498.17705604  -4115.21538619
   1681.27167213    711.50081951  -3073.28200941  -3892.49589903
   -680.79519173   8150.89272763   -353.87522393  -7929.92240756
  -1095.41689607  -3257.78063133   -943.52997734   6048.31486955
  12040.706407    -1131.1976418    7138.86280066 -15680.6117848
  -1432.99305099  -9181.99057755   6420.38201959   1412.95964823
  -7603.95355021   5935.30087547    451.31072849    243.44807922
  14582.17599263   1476.89095365   -287.32219659  -8446.67935999
    881.94207105   9880.34446945   6629.31071607  -3944.54431014
  -9178.08181767   -533.74249274   6618.00276706   3999.40236542
  -8599.68136561  -7532.58064977  -5140.72243719   5862.99177603
    388.97172082   -267.42555934 -12662.36565155  -8035.96281398
   2018.00640484   8861.23403949   2197.23624617 -10750.21418723
   4678.5599127    2168.55448899  -5807.27559812  -1923.72060335
   7653.8576181    8159.58266502  -3186.63893042 -10091.95437637]"
11,2차전지,"[ -5793.73312501 -25367.0203794    7115.6963083    5772.49263983
  -2768.77637522   4171.48362848  -1331.41428794 -21198.49237222
 -15236.75361761   1270.35837721  10185.0969248    4358.82374951
  17916.83342359  14896.90884617 -10566.23327837   1030.60759679
  10759.40254967   2303.39532439  27113.26651293  10812.44821731
   4220.95804871   6922.45271406  13616.72327875  -8113.75264267
  -5720.65754943  -2050.42625415 -14908.42882566  12070.27143584
  14357.05438399 -12124.43224862   3519.58633091  -5727.01441658
   6560.65729275  -4623.14484438  -4636.57476722  -5922.3059281
  11139.69547415  -6424.86810076  -4894.848134    -6305.78846193
 -13155.72216722  -5834.39797847  17054.81486493 -21872.98663114
   4153.65444597  10106.8063688  -10824.47025451   8921.39035985
   9420.20320801  -5579.62423169  12988.40560464 -13449.48578863
  -1955.93175474  -5094.02270549  -5819.73882569   -292.57678318
   2382.93563096   2593.36307329  11002.2921057  -15436.41727626
  -7062.03948474 -20450.29217263   1368.39271511   -356.73268624
  -8293.58663031  31380.61396349   3459.86975164  -3212.59671238
  -1743.67195096  -1438.23451312  -8791.3948023    3822.89287841
   5008.49190362  17555.65907163  20552.93989474 -12580.77140266
 -29875.88457162   8712.82133131   7572.52594767   1971.64722515
 -14977.46367159   4220.01831859  -3852.31589082    847.03711248
  11314.33390116  -3156.18126471  -7466.98463494 -26080.01596194
  -8127.99832055  18327.85133209  16781.73641887 -18942.9279237
    304.99503518   5215.25502193  -2824.14425979   9555.95535077
   6630.17827095   6559.0533976   -2735.15640215  15117.21536998]"
12,비료,"[-11443.57924427  -5860.87150501   8369.12626859   9790.0079911
   6838.32079793   6266.30150078    623.49961002 -12017.50549814
  10140.39834863 -10893.15567544   -881.7893121   16781.21621968
   2343.14262261   8505.33350692  -5024.84655624  -1668.77358391
  13464.62361281 -13534.0879594   16491.10779937   4182.25695949
   1284.94407715   3909.74753224 -23390.74743242   3502.72915801
   9044.03070321  -7355.29784262 -14522.13494      6267.09261046
  21570.04956614  -8957.59247461  -6996.73621164  15192.87240271
   9894.30942635  -9116.33184736   7349.49001039   2465.43071508
   4712.34258638   3180.96518283   2689.10841315   8308.91661398
  -9090.69041973 -24927.30661167   9069.62425489  -8836.44531723
  -5971.57887844  11765.87548272 -17444.22706831 -10396.47368629
 -14616.45696196  -5432.81226437   6405.26232703   -556.5466928
  -3537.30946408   7361.73399585    781.07818878  -9269.66549471
  14636.14635012 -15182.44926202  10042.70367903 -15704.68597732
   5942.62057048 -11789.22972689   4394.30885867  -1118.85678931
  -8915.82725125  18615.62033805     46.21729545  21713.09746727
    -41.54012449   6283.49565497  -8759.88457135  -1129.90088738
 -10523.59173647  13673.84781258  23380.02713989   -640.19964217
 -21283.77201527   4681.51223713  -9090.952356     5640.52425023
 -10415.37094344  -7223.62816387 -25921.24238995  10973.9800517
  -1384.75599374  -5780.82378089 -12142.31909626  -3769.54169479
 -11764.12630404   9379.46022955  -1070.2833311   -7492.73882109
   8173.84886248 -20950.5460453    5963.83400798   6686.46203996
   5343.75422473  13090.94424004   5209.32829942 -10690.36567899]"
13,해저터널,"[  4587.99117863 -15049.23015543   8719.70514333  15960.98999576
   2176.81168363   7734.87593452  -2039.4079627  -22777.86995586
   3478.75452732  12630.53716803   5857.53034389  13474.44373811
   2241.71794267  -1592.92412818  -6558.36545594    832.00652433
    201.32579041  -4411.82797572   5585.24565544   6976.72139423
  -1059.39204338  -4833.41489982 -16638.57779194   2598.80905013
   6605.13126644   4325.6826267   -4281.99395918   6395.11435719
  19359.44847167 -12263.66312578   8995.28337944   5144.8557755
   9642.95879363  -2646.80003089  13194.52767935  -8297.80436504
   7583.63595596  -4050.76830549    431.49737471  15514.69821263
 -22078.74918113  -6752.07778387  13518.5698778  -12080.19532522
   6972.00590814   9909.84045216 -11422.05607115  -7013.42489111
 -15117.55264073   3853.55396927   1135.85202941  -6222.1194793
  -1190.20848342   6075.90916884   2490.27981293   8354.35235701
   7008.45125889 -10186.08481516  12740.02282588 -21560.00386045
   -598.12203623 -13578.21853603  -1515.49474579  -6996.39289691
  -2270.78456549   9838.0883743   10296.88553544  10126.26359991
  12133.44625006   6240.74690235  -4933.35746066  -7172.95109423
  -8407.05146437   7729.15166224  21254.42459058   1789.3087954
  -9111.94595637   2322.87378184   4738.59832881   4795.19681544
  -9363.34678066   2411.45066113 -13565.28226673  14658.56698034
  -7664.3963312   -6290.05632228  -1738.50359529 -15998.91425082
  -3463.60583151   9804.11190804   1665.44329202 -14521.65459752
  10313.99372905 -11713.10702229  -2242.88830395    -88.64782736
   1098.29657353  12477.3014164    4706.83719481  -4051.00562188]"
14,자동차부품,"[ -9244.22237467  -8285.22378909   5530.11396989  24996.72803024
   8290.39345503  16934.11273747  -4805.70159106 -15354.10946129
  -9515.35153591    509.31707428   6126.73014146   -458.49111055
    878.79287212  13850.31348393  -6430.11061172   5527.86880892
   6205.89731333 -14548.04048352  19532.24622822  10078.45604983
  -1671.76549799   4864.52071517  -5699.11299954 -10480.19695561
   8827.86092087  -2496.42030932  -3510.55499722   9748.03724099
  18337.75246547 -12583.30780943   4289.00019761  -7930.75786591
  10576.36955313   1932.81787841   1901.42854091  -1105.22452344
  10983.04361766  -9133.44529452   2107.37567519   6751.94014081
 -17651.13785641   -579.49692287   6272.24883462 -20193.85544565
   -508.71883065   8829.24459565 -18072.72729378   5415.53198975
  -6362.27869263 -10849.18455714   5377.32918581  -3876.78962274
  -4363.78693503  -7370.77802988  -4601.58975719   8951.32128289
  10532.72084479  -1036.45803065   5450.4764147  -15912.50826322
    607.05095772 -17595.20840933  -7780.00925377  -6787.57728887
  -8207.1751748   21394.26659373   4054.04492835  -3347.9327495
  12552.21887431  -3991.02286043  -5500.24319239   1425.21010054
   5975.58652721  13576.65481312  16630.26078095 -11467.66286888
 -27579.45066706   4211.11966409   7412.47044096  -4256.50595817
  -7082.62700555  -1223.30682578 -16233.73043809   6174.17076908
    803.37153495   3614.33416114 -17094.59549895 -21587.95905317
  -5346.4256693   30806.18516035  19656.25407219  -9316.91143314
  12093.68682085   3447.95245744  -7810.15458332   2011.92044433
  13306.66338023   7205.88708177   4185.19271568  10125.73965574]"
15,자율주행차,"[ -4583.71343264 -30244.74308737   7746.51886294  37149.46747716
   8475.02217879   9599.0938604   11686.74286424 -10941.381894
  -5476.38470964   4214.85516925  10750.43064358   6115.30098881
  10122.71712709   7731.1246639   -8580.68438592  18805.26385023
  12657.97634798  -3481.63277132  26885.83462163   8047.15026501
  -2137.96828553   8567.39069829   8661.2534114    1173.95578389
  13322.19978111   -752.06392379  -5900.99251155   -213.44911194
  15056.88428764  -6291.98887852  14248.75527958 -11563.60337634
  23396.20598822  -7562.27289601   4363.18965768  -7995.00717041
  12649.88825145  -3052.58343924  -7929.64735054  10451.87562619
 -29952.68500546   -826.98851646   7250.02457747 -23946.73419556
   8524.06238762   7150.1559769  -18622.14936867   1735.6719971
  14344.53473175  -6380.13123047  -7995.69075848 -12355.29678829
   8880.33472844 -13645.54581032   -615.40401936   9302.7660877
  13897.32848011  -4379.11287145  10670.41733564 -27415.16689961
 -14932.99524639 -26830.84910357  -7963.61797293  -4583.16358179
  -2831.42920911  30960.99390539  15177.43737412   -513.26439722
  10167.29250987 -16850.84506555  -2695.64758568  -7496.9060794
   3247.17191072  19139.738613    11227.80326926 -12602.08846634
 -20464.91777548  -6226.29841934  24374.48340764  -3152.11387525
  -7019.83266234   7207.29339302 -13776.82830054   -451.71837086
   6789.593571    -2748.14710116 -16706.19003339 -19113.68046807
 -10971.50373653  15693.18450636  12842.63868604  -9799.03181121
   2456.33419745   2850.0784041    2159.68930766  11603.27000377
   8776.57149086   7001.36971811  -1632.26838708   5404.80918785]"
16,키즈,"[ -1091.0712643   -7887.60248822   1790.57754771   8379.75399651
   6475.06973586   -714.27448752  -1871.71512655  -9573.41535744
    413.45182351   4808.74208628  10085.8880436    -330.86645776
  -1440.47684978   3563.80927691  -2309.30479877  10983.74340866
  -4453.14641683  -4431.68305718   9062.56444477   6493.2716116
  -9581.41959059   3891.41003078  -3158.26058299   -404.61997117
   7989.94907046  -1258.66456469     37.03549346   2744.73004359
   -636.18228359  -1176.95834919   3948.97908401   -192.94930978
   6963.4752853     437.89132261  14692.50405396   1600.12315022
  -2669.27855724   5270.80257608    641.48647303   6273.75254606
  -8586.96125759  -4478.23624781   8522.37495088   -888.82324385
   2725.50043045  -3751.91427129  -8443.2558366   -2092.28819235
   5298.64305178   3753.4646738   -2411.29510049 -10324.60760465
   3564.95601691 -10461.50597112  -4018.33890035    582.12755481
  10762.55410247   6877.38612359   3362.28778189 -15302.19967648
   -886.67224861  -6719.86020135  -1334.72271161   5499.58836598
  -3253.10214364   8878.49366722  -9025.1751869    -194.62418827
  12623.57549728  -7140.72883114   5689.55241176  -7459.79266731
   -799.01494349   7867.09847564  10755.88515507   3452.43057474
   1414.4860495    1792.81943332  10963.70875609   3033.9749262
 -10565.86269994  -3295.03244472    812.00327685  -6772.56925897
   5515.1007229    7978.56819521 -15460.67766434  -6403.55255089
  -2450.43187127   8876.05275079   1200.73927249  -7158.79201656
  -2224.62126711   9843.28690007  -1902.37065845   -828.45384357
   8035.14562568   1141.87030735  -2744.65265229  -4585.56121456]"
17,LED,"[-2.03212592e+03 -2.36152213e+04  2.65278864e+02  1.66382279e+04
  8.25860983e+02 -6.57197343e+03  6.61083707e+03 -1.20726995e+04
 -2.72171242e+03  6.69203034e+03  1.70677597e+04  5.83337898e+02
  9.43763368e+03  3.73569068e+03 -8.58271339e+03  1.46607499e+04
 -7.46947732e+02 -1.17208891e+04  1.28655165e+04  2.52094951e+03
 -5.83250552e+03 -8.75769245e+02  6.92100963e+03 -7.33835367e+03
  3.10786317e+03 -4.11020105e+03 -7.24545761e+03  4.27406885e+03
  1.24535617e+03 -4.13160445e+03  7.07445214e+03  1.73425099e+03
  6.37290333e+03 -2.28719158e+03  1.63376022e+04 -6.38780722e+02
 -3.51254964e+03  1.56860763e+03 -8.85475810e+03  9.27929413e+03
 -1.29173827e+04 -2.09191852e+03  9.56753733e+03 -5.96807868e+03
  6.31491178e+03  8.99041235e+03 -2.09747472e+04  6.38613738e+03
  2.31732014e+04 -3.21872274e+03  2.97302219e+03 -4.15003549e+03
 -1.08482682e+03 -5.08786238e+03 -4.82666422e+03 -1.94042290e+03
  8.78885406e+03  8.30155703e+03  6.41553414e+03 -1.70793949e+04
 -5.14761235e+03 -1.54293428e+04  3.39408459e+03 -4.01854460e+03
 -3.52281841e+03  1.28958725e+04 -6.54251852e+01 -1.80492177e+02
  1.25322126e+04 -7.77878037e+03 -7.27411989e+03 -7.17112466e+03
 -2.45807218e+03  1.20911324e+04  9.76789817e+03  1.18616016e+03
 -9.70099135e+03  2.99240775e+03  8.37252382e+03  1.56624697e+01
 -6.55880053e+03 -4.35647053e+02 -5.76848884e+03 -9.98081290e+03
  6.78251886e+03  2.35590946e+03 -9.39660814e+03 -1.80945509e+04
 -9.24746981e+03  7.37483189e+03  6.61684708e+03 -6.80723390e+03
 -2.40984650e+03  5.69318507e+03 -5.53364012e+01  3.41925703e+02
  5.31701539e+03  5.84296987e+03 -5.49205571e+03 -4.23781389e+03]"
18,세포치료제,"[-17429.33017762 -26783.22883096  -5079.6254518   20285.42761678
   7042.74020361  20429.02195126   1493.96678193 -15034.52087064
  -4293.56290978 -16668.38745388   7689.63178141  -7465.00684098
  27791.50700042   5457.4236637  -10964.17960315   7671.66866597
  -2046.30733645   6258.22944858  37240.61607576   5100.46425391
   -547.16605439  -2352.30958042    987.36070733   9334.34397118
   8698.88806719   7835.41643735 -11039.41030769   1990.1868878
  24989.99218336 -12802.43412927  -5167.50528478  -7031.08165989
  20281.03378595 -12901.86046338  -3829.12837008   2479.72075442
   7117.27951562   7768.86944179   2590.70187248   8223.76390678
   -412.51101944  -4346.01974979  23943.73820471 -10997.31526407
 -15680.04950799   2810.56633365 -17312.45687728   2599.32857743
  11537.83184409   1812.35811514  11372.52651739   6272.94217586
  -8958.33915602   -390.39020328   9072.28146186 -15546.77586577
  -2262.84110542   2433.08682858  -5160.73800607 -24108.66707756
  18581.48228235 -16486.72932226 -13006.48650257   2775.17150441
 -16001.65854615  17754.07164692   2642.46511057  -1641.60515166
 -23497.55157112  -3920.83619435   6863.52653056  -6952.53485155
   -105.05032521  28524.76270319  27248.94519393  16019.44346446
 -16649.18740074  15804.97182754  -3034.30690768 -12305.49719484
 -23020.12290286  -9707.63669136  22094.89937283   9077.94838814
  16663.6664474    5386.14028261 -18742.01277588 -14186.02711917
  -1640.16269686  -1608.05047309  16341.91844231 -20945.94554059
 -12999.83582483   6743.1403226   -6635.87499772  14797.90271706
  13451.86948348  27316.97972893   8958.41323683    886.56854434]"
19,폭염,"[ -1772.13575815 -10216.88042798   4413.57421296   3741.22373008
   1296.75887567   3030.58623857  -2252.79361355 -13886.75960443
   4478.91729972   4648.02023818   1408.38173577   5281.49563178
   -145.05800606   8671.27248363  -2187.77697358   1870.58333515
  -3226.51169987  -7428.40777133   2872.17738148   2064.55904494
  -3258.74134115  -5157.88752704  -8119.16364619   5759.78681747
   1989.86264096  -7708.64357231    330.2323444    4742.15966867
  16795.5264996   -7208.29281512   4507.46347367   5181.11824146
  12963.82602067   5839.26285852  16340.65800624   5121.39770733
    422.31911445   4745.10335105  10782.2769827   11173.6751683
 -16065.31036052  -2775.31551583  10013.32262433   1108.68700327
   2404.71255474   9799.88523881 -13646.70366347  -1180.4039008
   3039.14096631   9651.29240975    577.50158081   1119.92028615
   -660.20496127   2019.67416102   -150.2471694    2590.17905129
   5213.65224752  -3156.13780878   7547.9312093  -10168.19349366
    526.31907393  -7260.78111126   -304.53604087  -4222.55076558
  -3381.4868054     113.74112737    709.35625295   -908.07435683
   8925.82886936   -489.87958679  -2992.44882955  -3039.84525857
  -4701.0701812    3670.97737465   8322.19619993    -67.98038649
  -6585.44847574   4327.74608424  -3204.27854971  -1931.93759012
  -3742.66138377  -9044.55187663  -3564.78688948   6502.67058435
   1977.86736208  -1639.06301468  -5089.013361    -4717.70519285
   -426.21874656   7858.8547425    1741.55686384 -12077.68181978
  11785.65302701    911.18774463  -2675.93923645  -7418.6591401
   6549.59144167  -1958.58305019  -3298.12187638 -12781.40635773]"
20,낸드,"[ -6679.41440019 -10526.30321373   6780.18799588   2504.89229159
    963.27523535  -1115.58893111  -2787.13087728 -10527.45586848
  -9290.5234037    -484.36033546   1815.94414047   4415.41737543
   6164.63184245   9404.3357793   -4229.80302011   -249.90614504
   5627.88300574   -301.0642167   11877.47761952   4212.94669916
   -609.77366195   5013.11690097   2715.88962359  -1508.12229414
  -1293.36413908  -3104.9330602   -6529.02486397   6958.13526958
   4641.31366816  -4638.67864147   3376.92384274  -1778.8895435
   1521.59188729   2653.30031174   1854.8194773   -3906.50476791
   6360.53883598   -534.73638234    674.10608732  -4143.32280867
  -5499.85874552  -1148.48584099   7400.68283986  -7148.24019345
   1261.81576065   3435.29717388  -4227.91609693   5696.06747961
   3861.28999582    373.65357661   7389.0268792   -4634.59035942
   -406.25679887   -921.01967512  -3837.36781005   1025.13837484
    901.93683747   2589.43675668   5635.06993291  -6299.18902753
  -2222.17878693  -6455.81236669   1301.5488433   -3727.46282309
  -8900.79880636  17414.79362736  -1171.47996072  -3719.78266772
   -698.62617579  -1536.89168688  -6180.37753204   2106.10442323
   4582.53139557   6843.37060192  11591.94874785  -5455.00851459
 -13474.30719151   3089.40320775   1217.24221553   -600.90087248
  -8745.89954239    525.78995588  -1352.9718232    1635.12702577
   6023.38402742  -3457.17370557  -4018.36862819  -8517.3951986
  -3912.74208009  10290.32908683   7473.85299405 -10376.44840416
   -663.25624848   2244.9472831   -1973.6950769    2914.40756483
   -109.91260745   3333.36952825  -1973.97860598   4066.41045333]"
21,폴더블폰,"[ 2.19171899e+03 -2.31428396e+04  2.37465237e+02  1.01807214e+04
 -1.10787811e+04 -2.24034164e+04  1.07190638e+04 -1.37492654e+04
 -2.70509502e+04 -1.37429471e+04  2.90437269e+03  8.57851408e+03
  9.71595544e+03  7.71199518e+03 -1.30057423e+04  4.61011377e+03
  1.53309086e+04 -1.10326305e+04  2.38110373e+04  8.97323345e+03
 -3.65191195e+03  1.77840694e+04  6.82336512e+03 -1.58303610e+04
 -1.19394072e+04 -1.23896801e+04 -2.69628080e+04  9.20790587e+03
 -4.21230261e+03 -2.53823169e+03 -4.23771279e+03 -1.57793429e+03
 -1.42789435e+03 -5.55905674e+03  2.65750990e+04  3.17417046e+02
 -1.50311369e+03 -7.95577100e+03 -7.30504169e+03  2.64875070e+03
 -9.03483512e+03 -1.06578897e+04  1.36466816e+04 -6.38178275e+03
  1.03195803e+04  3.01810108e+03 -1.50926448e+04  4.86205658e+03
  2.32847684e+04 -1.68754537e+03  5.61148071e+03 -6.98154517e+03
  4.88530925e+03 -7.03740492e+03 -1.12177227e+04  4.11679668e+03
  4.25363251e+03  1.95712679e+04  1.22686335e+04 -2.10148783e+04
 -9.17132752e+03 -1.55916896e+04  6.43672217e+03  4.04424251e+01
 -1.78247062e+04  2.88676085e+04 -1.47621229e+04 -2.29113982e+03
  2.91083838e+03 -7.78388758e+03 -1.58739222e+04 -1.25081314e+03
  4.77953771e+03  2.56272284e+04  2.09780168e+04 -3.80554115e+03
 -2.84650216e+04  5.68232752e+03 -2.65766274e+01 -2.19870473e+03
 -1.98972701e+04  1.25475146e+03 -5.65457458e+03 -7.23600669e+03
  2.89508586e+04  4.98563890e+03 -1.33041129e+04 -2.15807123e+04
 -1.54998289e+04  8.14430520e+03  1.39215806e+04 -2.84233807e+04
 -7.14719391e+03  5.79536158e+03  7.98810461e+03 -5.90502430e+03
  4.66995773e+03  1.46389130e+04 -9.51598493e+03  5.40881807e+03]"
22,조선기자재,"[ -7666.01788899 -12633.83539486   9609.16458355  22487.59626654
   7454.6559894   13482.38570434    232.62208757 -16134.45643279
  -5039.71066921   7180.93992114  -2558.0805527    3920.27312034
   3818.26373058  12034.50023732  -7275.11015363   6139.86261101
   6514.43436775  -7394.14353695  18991.23391875  10871.72985847
  -5093.03755582   9135.97443139  -7086.95982794  -4346.62678194
   7295.19652007  -6260.01055447  -8557.22113777   9381.4694634
  20962.10192067  -9600.41102781   7872.98782391  -7495.10516347
  12329.6442613   -1608.38493335   4215.37138441  -7154.23497907
  10520.17196702  -6736.28300785   1287.43393062  11547.39184197
 -14301.14649582  -4009.39782587   8277.60085696 -16801.20961147
  -1137.84892484   7779.19202656 -15668.2025953    5751.50929758
  -5721.77335039 -10090.7327535   14123.01644485  -7892.42210265
  -1994.55865193  -3253.89509397  -2522.73150024   1197.98954639
  12678.60636665  -9302.31623698   2758.56647608 -19022.04031434
   3819.91470016 -21711.17547344  -6576.81392336  -5918.46826057
  -5191.29051942  28742.14143593   4964.79302586   1533.3542033
   8695.10459438   3119.85077774 -10766.59626845   3115.84285862
   2087.78511785  14849.21420086  19443.9567488  -11716.25509303
 -30769.34774218   3680.32774851    379.13092369  -4658.79525199
  -4208.9846571    2325.71908356 -10295.17361131   9660.99013431
  -5922.61230311  -1438.97683083  -8298.39709443 -23642.50475092
  -3373.00260085  24898.97475288  20341.09765691 -14643.21254548
   6671.25105737  -4848.24501659   2286.3870456    7059.51346605
   8489.84554435  13898.61999912   7092.8792514    7408.1360261 ]"
23,전력설비,"[ -9921.64656804 -22490.38017762   8133.09185288  23356.49029773
   9248.04328888   7693.74372552   3127.9754918  -24726.93974158
   2715.87943945  10569.02139948  20839.07275345   1719.6069206
   9146.58269631  19957.34929918 -11150.87354898   5010.7362809
   6946.46166234  -5278.39694178  18362.29392843   7410.23383107
   3363.51287292  -3446.97388199   6309.87983638  -1584.10260191
   2655.81013527  -4715.80776408  -8142.31858219   6440.83361079
  18109.68532696 -16278.76240793   5969.99143719   6539.8926545
   3971.14053251  -5242.43271663   6073.33331923  -3277.66707817
  15148.88694953  -1737.23057879   3922.22547878  13512.85880197
 -19494.25596759   4523.64314809  14229.17047738 -10118.29982049
   8280.69828832  19018.95537834 -20690.35546435   8796.24115439
   7101.61403311 -11323.60057986  18203.56293564  -7709.25205696
   1172.35494933  -2448.30217496  -1615.87735563   6994.95043652
   5396.04539497  -6504.76675914  11420.87527582 -20150.23720926
   1139.46642823 -24491.24309425  -3616.13508162  -9908.14862667
  -9116.96391307  25008.00239396   7205.13143249  -2418.99751966
  11212.3812171     468.19847077  -9756.2769086  -10340.23338474
   3092.68423456  14162.52237738  18014.40205465  -6085.52392435
 -13016.63561904   4751.90640177   5265.14237035  -1944.92013383
  -5814.19616898  -4151.19046602 -10804.87124706   1888.84542252
   1648.94085863   -457.62523947  -5794.14355115 -27455.78242383
  -5991.96697264  11244.04323473  16761.98862746 -12036.1497023
  11005.91957501  -4649.28693237 -11332.72327037   1320.99654875
   9529.74399793   6911.54547125  -6332.45321211   1391.3561725 ]"
24,카지노,"[ -8132.16928973  -9975.97336209   9059.4363873    8105.82584778
    300.28881615   3785.10148951  -9254.81926566 -15337.3309692
  -6128.28548263  -3083.81011943  -1687.60616729   2327.76341243
  -2965.72591133   9274.56481335   -347.021335     3194.32489846
   2537.45741508  -5342.05481385   5006.54481176   7951.01080128
   3840.5693932   -1924.09304566 -11197.38699722  -1208.06090446
   4980.50659646  -2516.31726739  -5267.57453427   7701.63462168
  10076.71035065  -7834.0749104   -3344.18530877    838.30472962
   8115.9846866    -329.25821264   4515.06740567   3372.65919621
   1567.27681527   7613.8637315    7307.30630068   5596.47544372
 -13562.30466828  -4555.2925895    7951.46710563  -5258.97112725
  -4021.78245107   4137.56686622  -5417.62910345   -947.67120138
  -2105.39961749   4038.9125717    4526.72761408   -472.79883836
  -3280.41087962  -7596.16560791  -4939.49807764   8513.1566406
   6255.03697828  -3428.11906049   2682.00583024 -10976.80638357
    -26.72967111  -9224.82811583   2133.28375595  -3926.13188101
 -13276.61709925  12662.95098709   2329.88362296  -1197.08061104
   6614.12969573   2081.43055204    882.15867857  -1672.23356697
   4989.49447287  15731.58423693   9961.54088847  -4739.97923313
 -12604.20071007   1765.83074176   5239.37251158   3302.26471963
 -10675.64584245  -5856.02872734  -2581.33866254   3370.86209824
   4007.6418331    1108.75506026 -13301.09433129  -4234.72722239
   1336.92429717  13741.51908296   4537.08403534 -10713.92305841
   6894.9878211   -5888.84086733  -4218.25421097  -3378.94556496
   5548.93234827   6299.24436789   1182.8775983   -3757.9893514 ]"
25,태블릿PC,"[ -3854.8593044  -12773.72297708   8577.22330766  13106.72992198
   1081.28064737  -2112.33364861   1290.26266493  -8080.93064479
  -4870.57974335    536.98090845   9559.64156512   3971.20816095
   2982.23091732  11687.08455215  -1773.47550201  14627.88282423
    992.79867958 -11720.90758589  16316.79637977   7294.37368101
  -6567.86241545   1781.89730444  -3767.59902251  -1988.89109528
   8662.08877725  -6380.2981549   -4350.99853986   2780.38306773
   6916.76352412  -3686.4150975    8256.65908992    114.08812622
   7784.95821216  -1039.79102479  12542.92115426    247.30696443
   3131.21953249    309.39665302    204.96024743   9032.27457521
 -12679.93988119  -3169.9348603    9166.13916138  -4974.2964914
   1591.30310815   3974.87060787 -16642.53569574   4102.184602
   7014.02973717  -1656.65017675   3446.13949775  -4328.27412598
   1619.91170529  -8315.10460934  -2679.03350842   4817.94275248
  10998.05921455   8920.47732604   8983.5825517  -13156.92346541
  -2802.03943581 -13143.77690488  -2858.36545533  -4269.44940006
 -12010.60363411  14786.096555    -7127.00556644  -2570.47808095
  13621.2879852   -5949.28788381  -4386.48612758 -10083.38793663
   2342.70433959  11461.7595392   11925.28734224  -1025.63825944
  -7439.80874404   -887.5427382    5271.38227461   -328.29806568
  -9432.83266413  -2193.62906364  -1961.89231306  -2677.17840267
  10244.23745112   3158.59616659 -13541.93119106  -9072.75839485
  -8186.47593888  12589.27445309   4784.98489733 -15145.86414649
   1641.02987099   3434.07378032  -2053.00359638  -3059.70639301
  10511.80842991    804.01610035  -4689.19481529  -5096.83033383]"
26,조림사업,"[ -4818.47872045  -7325.26813901   1195.95987599  17866.63880318
  13791.99322333  12995.90507128  -1596.22276037 -16046.20763113
   1264.11348046  14735.66111243  10241.95842397   3311.7914253
   6219.27588524   2750.92342009  -2653.24217709    569.07612072
    241.28995193    780.52180997   6103.22044364   5717.23568252
  -7387.08502554  -2758.32032072  -8624.73786262  -2398.71175311
   9160.558393      -58.27602733   6157.82850174   6329.50567615
  13349.28112988 -10335.58753745   6244.58027672   1605.98465264
   2941.72226496   1793.97693625   7039.97600135  -4348.46741015
   9100.70412466  -6107.20040885   4340.2951574   10088.5019194
 -16314.77468677   3539.12328537  10488.47273457  -7486.70891008
   9487.48430446  14811.36391907 -10532.52850402   1888.997762
  -2081.64338623   5172.33487491   2473.6273666   -9410.08804456
   -246.61333769   5179.29499924  -1913.92124405   5193.15416449
   5813.67591387  -3446.13815789    -25.72440448 -12018.97927414
   1755.90682998 -11178.0912339   -6795.97385702  -5988.65033158
   -178.80339856   7169.02555045   8099.41377084  -1508.85662235
   6248.30574508  -3653.11949575  -1365.12663371  -8351.29934386
  -3580.42793343   4406.73139216  17737.12017516   7004.93512033
   -768.32809687   4851.34754596  10253.45664675  -2502.56117202
  -9171.52420722   -357.74081937  -9887.30844327   -114.410181
  -2207.59436458    568.2974916   -2257.1586948  -14286.42116096
   -913.97414735   7318.90297109   6242.05282825  -3275.45933885
   3734.55307328   4477.0991403   -2649.98222157  -2604.94650641
   1524.06965002   5013.71172159   2139.11951312   1660.02229638]"
